Rank;Sourceid;Title;Issn;Publisher;Open Access;SJR;SJR Best Quartile;H index;Coverage;Categories;Areas;Country
24908;21100786529;Mezhdunarodnye Protsessy;17282756, 18112773;Academic Educational Forum on International Relations;Yes;0,156;Q2;9;2015-2024;"Cultural Studies (Q2); History (Q2); Law (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences";Russian Federation
24909;23425;Politicka Misao;18468721, 00323241;Faculty of Political Sciences, University of Zagreb;Yes;0,156;Q2;13;1985, 2015-2026;"History (Q2); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences";Croatia
24910;21100874343;Politics and Religion Journal;18206581, 1820659X;Center for Study of Religion and Religious Tolerance;Yes;0,156;Q2;10;2007-2025;"Religious Studies (Q2); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences";Serbia
24911;21100943382;Shedet;25369954, 23568704;Fayoum University - Faculty of Archaeology;Yes;0,156;Q2;4;2014-2026;"Museology (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); Conservation (Q3)";"Arts and Humanities; Social Sciences";Egypt
24912;21100851818;Anales de Geografia de la Universidad Complutense;19882378, 02119803;Universidad Complutense Madrid;Yes;0,156;Q3;14;2011-2025;"Urban Studies (Q3); Geography, Planning and Development (Q4)";Social Sciences;Spain
24913;21101105297;Comunicacion y Medios;07163991, 07191529;Universidad de Chile;Yes;0,156;Q3;6;2019-2025;"Communication (Q3); Linguistics and Language (Q3)";Social Sciences;Chile
24914;21100945716;Croatian and Comparative Public Administration;18480357, 18492150;Institute for Public Administration,  Croatian and Comparative Public Administration;No;0,156;Q3;6;2019-2026;"Law (Q3); Public Administration (Q4)";Social Sciences;Croatia
24915;9500154001;Italian Journal of Anatomy and Embryology;11226714, 20385129;Firenze University Press;No;0,156;Q3;33;1992-2026;"Embryology (Q3); Anatomy (Q4)";Medicine;Italy
24916;21100839128;Journal of Information and Communication Convergence Engineering;22348883, 22348255;Korea Institute of Information and Communication Engineering;Yes;0,156;Q3;12;2008, 2017-2025;"Media Technology (Q3); Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Information Systems (Q4)";"Computer Science; Engineering";South Korea
24917;21100429175;Northwestern Journal of International Law and Business;01963228;Northwestern University School of Law;No;0,156;Q3;11;2015-2025;"Law (Q3); Business and International Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Social Sciences";United States
24918;21101390799;Online Learning In Educational Research;27989763, 27982351;FoundAE (Foundation of Advanced Education);No;0,156;Q3;6;2021-2025;"Media Technology (Q3); Education (Q4); Human-Computer Interaction (Q4)";"Computer Science; Engineering; Social Sciences";Indonesia
24919;21101264986;Review of European and Comparative Law;2545384X;John Paul II Catholic University of Lublin;Yes;0,156;Q3;3;2023-2025;Law (Q3);Social Sciences;Poland
24920;21100203701;Stem-, Spraak- en Taalpathologie;09247025;Secretariaat cluster Nederlands - Rijksuniversiteit Groningen;Yes;0,156;Q3;4;2011-2025;"Linguistics and Language (Q3); Developmental and Educational Psychology (Q4); Otorhinolaryngology (Q4); Speech and Hearing (Q4)";"Health Professions; Medicine; Psychology; Social Sciences";Netherlands
24921;19900193215;Accounting and the Public Interest;15309320;American Accounting Association;No;0,156;Q4;14;2009-2025;Accounting (Q4);Business, Management and Accounting;United States
24922;19900192001;Advanced Series on Ocean Engineering;1793074X;World Scientific;No;0,156;Q4;7;2008-2010, 2014, 2016-2024;"Ocean Engineering (Q4); Oceanography (Q4)";"Earth and Planetary Sciences; Engineering";Singapore
24923;21101364772;Alexandria Journal of Veterinary Sciences;25369520, 11102047;Alexandria University, Faculty of Veterinary Medicine;No;0,156;Q4;5;2019-2026;Veterinary (miscellaneous) (Q4);Veterinary;Egypt
24924;21101205771;Annals of Health Research;25366149, 24768642;Medical and Dental Consultants Association of Nigeria, Olabisi Onabanjo University Teaching Hospital;Yes;0,156;Q4;2;2023-2025;Public Health, Environmental and Occupational Health (Q4);Medicine;Nigeria
24925;22182;Arkivoc;15517004, 15517012;Arkat;Yes;0,156;Q4;71;2000-2025;Organic Chemistry (Q4);Chemistry;United States
24926;4000151706;Chinese Journal of Infection and Chemotherapy;10097708;Editorial Department of Chinese Journal of Infection;No;0,156;Q4;15;2006-2026;"Infectious Diseases (Q4); Microbiology (medical) (Q4); Pharmacology (medical) (Q4)";Medicine;China
24927;21101038686;Chinese Journal of Ultrasonography;10044477;Chinese Medical Journals Publishing House Co.Ltd;No;0,156;Q4;9;2019-2026;"Radiological and Ultrasound Technology (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Health Professions; Medicine";China
24928;73135;Ciencia del Suelo;18502067, 03263169;Asociacion Argentina de la Ciencia del Suelo;Yes;0,156;Q4;21;1994-2025;Soil Science (Q4);Agricultural and Biological Sciences;Argentina
24929;21101073954;CLEI Eletronic Journal (CLEIej);07175000;Latin American Center for Informatics Studies;Yes;0,156;Q4;6;2019-2025;"Computational Mathematics (Q4); Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics";Chile
24930;21100976171;Colombian Journal of Anesthesiology;24220248, 22562087;Sociedad Colombiana de Anestesiologia y Reanimacion;Yes;0,156;Q4;9;2018-2025;"Anesthesiology and Pain Medicine (Q4); Critical Care and Intensive Care Medicine (Q4)";Medicine;Colombia
24931;21100275828;Comptabilite Controle Audit;12622788;Francophone Association of Accounting;No;0,156;Q4;14;2012-2024;"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance";France
24932;30053;Current Topics in Nutraceutical Research;15407535;New Century Health Publishers;No;0,156;Q4;23;2004-2016, 2018-2025;"Medicine (miscellaneous) (Q4); Nutrition and Dietetics (Q4)";"Medicine; Nursing";United States
24933;28124;Estudios Geograficos;00141496, 19888546;CSIC Consejo Superior de Investigaciones Cientificas;Yes;0,156;Q4;17;1979-2024;"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences";Spain
24934;21101152700;Food Systems;26187272, 26189771;V.M. Gorbatov Federal Research Center for Food Systems of the Russian Academy of Sciences;Yes;0,156;Q4;8;2019-2025;Food Science (Q4);Agricultural and Biological Sciences;Russian Federation
24935;21100903451;Foro de Educacion;16987802;FahrenHouse;Yes;0,156;Q4;11;2018-2026;Education (Q4);Social Sciences;Spain
24936;144940;Fuss und Sprunggelenk;16199987, 16199995;Elsevier GmbH;No;0,156;Q4;12;2005-2026;Orthopedics and Sports Medicine (Q4);Medicine;Germany
24937;28485;Gesundheitsokonomie und Qualitatsmanagement;14322625, 14394049;Georg Thieme Verlag;No;0,156;Q4;14;1999-2026;Health Policy (Q4);Medicine;Germany
24938;22240;Human Biology;15346617, 00187143;Wayne State University Press;No;0,156;Q4;62;1945-2023;"Ecology, Evolution, Behavior and Systematics (Q4); Genetics (Q4); Genetics (clinical) (Q4); Medicine (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine";United States
24939;21101064932;International Explorations in Outdoor and Environmental Education;22144218, 22144226;Springer Nature;No;0,156;Q4;8;2016, 2018-2026;"Education (Q4); Social Sciences (miscellaneous) (Q4)";Social Sciences;Netherlands
24940;12100154841;Journal of Applied Biological Chemistry;19760442, 22347941;Korean Society for Applied Biological Chemistry;No;0,156;Q4;27;2008-2026;"Bioengineering (Q4); Organic Chemistry (Q4)";"Chemical Engineering; Chemistry";South Korea
24941;21100840076;Journal of Economic Development;02548372;Economic Research Institute of Chung-Ang University;Yes;0,156;Q4;12;2017-2025;"Economics and Econometrics (Q4); Finance (Q4)";Economics, Econometrics and Finance;South Korea
24942;21101341258;Journal of Education and Training Studies;23248068, 2324805X;Redfame Publishing Inc.;No;0,156;Q4;7;2021-2026;Education (Q4);Social Sciences;United States
24943;21100464774;Journal of Operational Risk;17446740, 17552710;Incisive Media Ltd.;No;0,156;Q4;15;2011-2025;"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance";United Kingdom
24944;28388;Journal of the Society of Leather Technologists and Chemists;01440322;Society of Leather Technologists and Chemists;No;0,156;Q4;29;1994-2025;"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4)";"Chemical Engineering; Chemistry; Materials Science";United Kingdom
24945;21101054414;Journal of Xiangya Medicine;25199390;AME Publishing Company;No;0,156;Q4;7;2016-2025;Medicine (miscellaneous) (Q4);Medicine;Hong Kong
24946;21100220348;Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST;1867822X, 18678211;Springer Science and Business Media Deutschland GmbH;Yes;0,156;Q4;58;2009-2026;Computer Networks and Communications (Q4);Computer Science;Germany
24947;20763;Listy Cukrovarnicke a Reparske;12103306, 18059708;VUC Praha, a.s.;Yes;0,156;Q4;12;1996-2026;Agronomy and Crop Science (Q4);Agricultural and Biological Sciences;Czech Republic
24948;21100242238;Mass Spectrometry Letters;20938950, 22334203;Korean Society Mass Spectrometry;Yes;0,156;Q4;13;2010-2025;"Analytical Chemistry (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Spectroscopy (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry";South Korea
24949;19892;Medicina dello Sport;00257826, 18271863;Edizioni Minerva Medica;No;0,156;Q4;18;1965, 1973-1982, 1996-2024;"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine";Italy
24950;13195;Nanjing Li Gong Daxue Xuebao/Journal of Nanjing University of Science and Technology;10059830;University of Science and Technology;No;0,156;Q4;17;1994-2025;Engineering (miscellaneous) (Q4);Engineering;China
24951;3900148501;North American Journal of Psychology;15277143;North American Journal of Psychology;No;0,156;Q4;35;2005-2025;"Developmental and Educational Psychology (Q4); Education (Q4); Psychology (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Psychology; Social Sciences";United States
24952;21100979261;Obstetrics, Gynecology and Reproduction;23137347, 25003194;IRBIS LLC;Yes;0,156;Q4;9;2017-2025;"Embryology (Q4); Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)";Medicine;Russian Federation
24953;12289;Optica Applicata;00785466, 18997015;Wroclaw University of Science and Technology;Yes;0,156;Q4;35;1988, 1996-2025;"Atomic and Molecular Physics, and Optics (Q4); Electronic, Optical and Magnetic Materials (Q4)";"Materials Science; Physics and Astronomy";Poland
24954;21101117184;Postcolonial Directions in Education;23045388;University of Malta;No;0,156;Q4;4;2019-2025;Education (Q4);Social Sciences;Malta
24955;17134;Prakticky Lekar;18054544, 00326739;Czech Medical Association J.E. Purkyne;No;0,156;Q4;8;1949, 1951-1955, 1962, 1996-2025;Medicine (miscellaneous) (Q4);Medicine;Czech Republic
24956;21101089333;Proceedings on Engineering Sciences;26202832, 26834111;Faculty of Engineering, University of Kragujevac;Yes;0,156;Q4;13;2019-2025;"Engineering (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4); Management Information Systems (Q4); Materials Science (miscellaneous) (Q4)";"Business, Management and Accounting; Engineering; Materials Science";Serbia
24957;19700173159;Reforma y Democracia;13152378;Centro Latinoamericano de Administracion para el Desarrollo;No;0,156;Q4;9;2008-2025;"Public Administration (Q4); Sociology and Political Science (Q4)";Social Sciences;Venezuela
24958;21101088441;Review of Computer Engineering Research;24124281, 24109142;Conscientia Beam;No;0,156;Q4;8;2019-2026;"Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4)";"Computer Science; Engineering";United States
24959;21101049092;Revista Brasileira de Cirurgia Plastica;19835175, 21771235;Sociedade Brasileira de Cirurgia Plastica;Yes;0,156;Q4;6;2019-2026;Surgery (Q4);Medicine;Brazil
24960;5000160208;Revista Cubana de Educacion Medica Superior;08642141, 15612902;Editorial Ciencias Medicas;Yes;0,156;Q4;18;1996-2002, 2006-2007, 2009-2026;"Education (Q4); Medicine (miscellaneous) (Q4)";"Medicine; Social Sciences";Cuba
24961;21100928091;Revista de Enfermagem Referencia;21822883, 08740283;Escola Superior de Enfermagem de Coimbra;Yes;0,156;Q4;18;2010-2025;Nursing (miscellaneous) (Q4);Nursing;Portugal
24962;21101144798;Revista de Geociencias do Nordeste;24473359;Universidade Federal do Rio Grande do Norte;Yes;0,156;Q4;6;2019-2026;"Atmospheric Science (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Earth-Surface Processes (Q4); Geology (Q4)";Earth and Planetary Sciences;Brazil
24963;27163;Russian Microelectronics;10637397, 16083415;Pleiades Publishing;No;0,156;Q4;21;1996-2025;"Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Materials Chemistry (Q4)";"Engineering; Materials Science; Physics and Astronomy";United States
24964;21101253655;Russian Military Medical Academy Reports;27132315, 27132323;Eco-Vector LLC;No;0,156;Q4;4;2020-2025;"Epidemiology (Q4); Medicine (miscellaneous) (Q4); Pharmacology (medical) (Q4); Surgery (Q4)";Medicine;Russian Federation
24965;21100869509;SCMS Journal of Indian Management;09733167;SCMS Group of Educational Institutions;No;0,156;Q4;8;2018-2025;Business, Management and Accounting (miscellaneous) (Q4);Business, Management and Accounting;India
24966;18192;Soziale Welt;00386073;Nomos Verlagsgesellschaft mbH und Co KG;No;0,156;Q4;20;1996-2025;Sociology and Political Science (Q4);Social Sciences;Germany
24967;21375;Turkish Journal of Immunology;1301109X;Turkish Society of Immunology;Yes;0,156;Q4;7;1998-1999, 2003-2005, 2008, 2010-2025;"Immunology (Q4); Immunology and Allergy (Q4)";"Immunology and Microbiology; Medicine";Turkey
24968;21101251261;Ukrains'kij Zurnal Vijskovoi Medicini;27086623, 27086615;;Yes;0,156;Q4;6;2020-2025;"Drug Discovery (Q4); Medicine (miscellaneous) (Q4); Pharmaceutical Science (Q4); Pharmacology (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics";Ukraine
24969;144813;WSEAS Transactions on Systems;22242678, 11092777;World Scientific and Engineering Academy and Society;No;0,156;Q4;30;2005-2014, 2019, 2021-2025;"Computer Science Applications (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering";Greece
24970;21101102121;IEEE Joint International Information Technology and Artificial Intelligence Conference (ITAIC);26932865;Institute of Electrical and Electronics Engineers Inc.;No;0,156;-;15;2020, 2022-2023, 2025;"Artificial Intelligence; Information Systems";Computer Science;United States
24971;21101121706;New Trends in Civil Aviation;26947854;Czech Technical University in Prague;No;0,156;-;5;2022, 2024;Aerospace Engineering;Engineering;Czech Republic
24972;21100400012;Proceedings of International Conference of the Learning Sciences, ICLS;18149316;International Society of the Learning Sciences (ISLS);No;0,156;-;20;2014, 2016, 2018, 2021-2024;"Computer Science (miscellaneous); Education";"Computer Science; Social Sciences";United States
24973;21100222906;Proceedings of the International Conference on Anti-Counterfeiting, Security and Identification, ASID;21635048, 21635056;IEEE Computer Society;No;0,156;-;17;2012-2013, 2016-2024;"Computer Graphics and Computer-Aided Design; Computer Science Applications; Computer Vision and Pattern Recognition; Software";Computer Science;United States
24974;21101189100;Proceedings of the International Conference on Simulation and Modeling Methodologies, Technologies and Applications;21842841;Science and Technology Publications, Lda;No;0,156;-;6;2019-2025;"Computational Theory and Mathematics; Computer Science Applications; Modeling and Simulation; Safety, Risk, Reliability and Quality";"Computer Science; Engineering; Mathematics";Portugal
24975;5700162519;American Nineteenth Century History;17437903, 14664658;Routledge;No;0,155;Q2;8;2010-2025;History (Q2);Arts and Humanities;United States
24976;21101070304;Anais do Museu Paulista;01014714, 19820267;Universidade De Sao Paulo;Yes;0,155;Q2;5;2019-2025;"History (Q2); Museology (Q2); Archeology (arts and humanities) (Q3); Arts and Humanities (miscellaneous) (Q3)";Arts and Humanities;Brazil
24977;16300154787;Biblical Interpretation;09272569, 15685152;Brill Academic Publishers;No;0,155;Q2;24;1988, 1993-2025;Religious Studies (Q2);Arts and Humanities;Netherlands
24978;19900193975;Dance Research Journal;01497677, 1940509X;Cambridge University Press;No;0,155;Q2;29;1975-1985, 1987-2024;Visual Arts and Performing Arts (Q2);Arts and Humanities;United Kingdom
24979;5700179464;Ethics and the Environment;15355306, 10856633;Indiana University Press;No;0,155;Q2;16;2013-2025;"Philosophy (Q2); Environmental Science (miscellaneous) (Q4)";"Arts and Humanities; Environmental Science";United States
24980;21101030202;International Journal of Film and Media Arts;21839271;Lusofona University;Yes;0,155;Q2;5;2019-2025;"Visual Arts and Performing Arts (Q2); Communication (Q4)";"Arts and Humanities; Social Sciences";Portugal
24981;21101158889;Iraq;00210889, 20534744;Cambridge University Press;No;0,155;Q2;8;2019-2025;"Classics (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); Arts and Humanities (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences";United Kingdom
24982;27322;Journal of Ecumenical Studies;00220558, 21623937;University of Pennsylvania Press;No;0,155;Q2;8;1979, 2011-2025;Religious Studies (Q2);Arts and Humanities;United States
24983;21100858112;Journal on European History of Law;20426402, 30499089;STS Science Centre Ltd;Yes;0,155;Q2;5;2017-2025;"History (Q2); Law (Q3)";"Arts and Humanities; Social Sciences";United Kingdom
24984;21100202957;KRITERION – Journal of Philosophy;10198288, 2750977X;Walter de Gruyter GmbH;No;0,155;Q2;7;2011-2026;Philosophy (Q2);Arts and Humanities;Germany
24985;21101193866;Mutefekkir;21488134, 21485631;Aksaray University, Faculty of Islamic Sciences;Yes;0,155;Q2;1;2022-2024;"Cultural Studies (Q2); Religious Studies (Q2)";"Arts and Humanities; Social Sciences";Turkey
24986;21101176853;Projeto Historia;01024442, 21762767;Pontifícia Universidade Católica de São Paulo;Yes;0,155;Q2;3;2019-2025;"History (Q2); Education (Q4)";"Arts and Humanities; Social Sciences";Brazil
24987;21101274768;PuntOorg International Journal;24991333;;No;0,155;Q2;5;2021-2026;"Cultural Studies (Q2); Gender Studies (Q3); Communication (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Social Sciences";Italy
24988;21100923615;Rivista Internazionale di Filosofia e Psicologia;20394667, 22392629;MIMESIS EDIZIONI;Yes;0,155;Q2;6;2019-2025;"Philosophy (Q2); Experimental and Cognitive Psychology (Q4); Social Psychology (Q4)";"Arts and Humanities; Psychology";Italy
24989;21100886374;Alam Cipta;18237231, 22893687;Universiti Putra Malaysia Press;No;0,155;Q3;8;2018-2025;"Urban Studies (Q3); Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Nature and Landscape Conservation (Q4)";"Environmental Science; Social Sciences";Malaysia
24990;21100940690;Cultural Management: Science and Education;25126962;Logos Verlag Berlin GmbH;No;0,155;Q3;8;2019-2025;"Arts and Humanities (miscellaneous) (Q3); Business and International Management (Q4); Education (Q4); Strategy and Management (Q4)";"Arts and Humanities; Business, Management and Accounting; Social Sciences";Germany
24991;4000148821;International Journal of Pharmaceutical Compounding;10924221;;No;0,155;Q3;18;2006-2025;"Pharmacology (nursing) (Q3); Pharmacy (Q3); Medicine (miscellaneous) (Q4); Pharmaceutical Science (Q4); Pharmacology (medical) (Q4)";"Health Professions; Medicine; Nursing; Pharmacology, Toxicology and Pharmaceutics";United States
24992;4700152762;Journal of Archival Organization;15332748, 15332756;Routledge;No;0,155;Q3;15;2002, 2004-2025;Library and Information Sciences (Q3);Social Sciences;United States
24993;4700152748;Journal of Electronic Resources in Medical Libraries;15424065, 15424073;Routledge;No;0,155;Q3;17;2003-2026;"Library and Information Sciences (Q3); Health (social science) (Q4)";Social Sciences;United States
24994;21101284607;Journal of Inonu University Vocational School of Health Services;21477892;Inonu University;Yes;0,155;Q3;3;2023-2026;"Health Professions (miscellaneous) (Q3); Emergency Medical Services (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4)";Health Professions;Turkey
24995;21101039901;Journal of Language Modelling;2299856X, 22998470;Institute of Computer Science, Polish Academy of Sciences;Yes;0,155;Q3;6;2020-2025;"Linguistics and Language (Q3); Computer Science Applications (Q4); Modeling and Simulation (Q4)";"Computer Science; Mathematics; Social Sciences";Poland
24996;63767;Midcontinental Journal of Archaeology;23274271, 01461109;University of Illinois Press;No;0,155;Q3;8;1980, 1989, 2000, 2015-2025;"Archeology (Q3); Archeology (arts and humanities) (Q3)";"Arts and Humanities; Social Sciences";United States
24997;21101184723;Ophiussa;1645653X, 2184173X;University of Lisbon Centre for Archaeology;No;0,155;Q3;4;2019-2025;"Archeology (Q3); Archeology (arts and humanities) (Q3)";"Arts and Humanities; Social Sciences";Portugal
24998;21101107169;Romanian Journal of Stomatology;18430805, 20696078;Amaltea Medical Publishing House;Yes;0,155;Q3;4;2019-2025;"Oral Surgery (Q3); Orthodontics (Q3); Periodontics (Q3); Dentistry (miscellaneous) (Q4)";Dentistry;Romania
24999;21100794750;Zeitschrift fur Angewandte Linguistik;14339889, 21900191;De Gruyter Mouton;No;0,155;Q3;7;2016-2026;Linguistics and Language (Q3);Social Sciences;Germany
25000;19900191821;Acta Scientiae Veterinariae;16780345, 16799216;Universidade Federal do Rio Grande do Sul;No;0,155;Q4;20;2002-2026;Veterinary (miscellaneous) (Q4);Veterinary;Brazil
25001;17500154910;Afro-Asian Journal of Finance and Accounting;17516455, 17516447;Inderscience Enterprises Ltd;No;0,155;Q4;17;2008-2026;"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance";United Kingdom
25002;21100801184;Analitika i Kontrol;20731442, 20731450;Ural Federal University;Yes;0,155;Q4;10;2016-2025;Analytical Chemistry (Q4);Chemistry;Russian Federation
25003;79082;Canadian Biosystems Engineering / Le Genie des biosystems au Canada;14929058;Canadian Biosystems Engineering;No;0,155;Q4;37;1997, 1999-2022;Mechanical Engineering (Q4);Engineering;Canada
25004;14553;Cesko-Slovenska Pediatrie;00692328, 18054501;Czech Medical Association J.E. Purkyne;No;0,155;Q4;9;1955-2025;Pediatrics, Perinatology and Child Health (Q4);Medicine;Czech Republic
25005;21101179185;Chinese Journal of Antituberculosis;10006621;;No;0,155;Q4;12;2019-2026;"Infectious Diseases (Q4); Internal Medicine (Q4); Pulmonary and Respiratory Medicine (Q4)";Medicine;China
25006;16320;Critical Reviews in Physical and Rehabilitation Medicine;21626553, 08962960;Begell House Inc.;No;0,155;Q4;19;1995-2025;"Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)";"Health Professions; Medicine";United States
25007;145059;CTyF - Ciencia, Tecnologia y Futuro;23824581, 01225383;Ecopetrol S.A.;Yes;0,155;Q4;21;1996-2024;"Chemical Engineering (miscellaneous) (Q4); Energy (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Fuel Technology (Q4); Geology (Q4); Geophysics (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Chemical Engineering; Earth and Planetary Sciences; Energy; Engineering";Colombia
25008;12445;Deutsche Medizinische Wochenschrift;00120472, 14394413;Georg Thieme Verlag;No;0,155;Q4;45;1875-1944, 1946-2026;Medicine (miscellaneous) (Q4);Medicine;Germany
25009;21100841273;Ecological Genetics;18110932, 24119202;Eco-Vector LLC;Yes;0,155;Q4;11;2017-2025;"Biochemistry (Q4); Biotechnology (Q4); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Genetics (Q4); Genetics (clinical) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science; Medicine";Russian Federation
25010;20620;Ekonomski Pregled;04247558;Hrvatsko Drustvo Ekonomista;No;0,155;Q4;14;1971, 1981-1983, 2000-2025;Economics, Econometrics and Finance (miscellaneous) (Q4);Economics, Econometrics and Finance;Croatia
25011;21100437628;Foundations of Management;23005661, 20807279;Warsaw University of Technology;Yes;0,155;Q4;18;2009-2012, 2015-2025;Strategy and Management (Q4);Business, Management and Accounting;Poland
25012;21100332451;Genes and Cells;23131829;Human Stem Cell Institute;No;0,155;Q4;9;2014-2025;"Biomedical Engineering (Q4); Biotechnology (Q4); Cell Biology (Q4); Molecular Biology (Q4); Surgery (Q4); Transplantation (Q4)";"Biochemistry, Genetics and Molecular Biology; Engineering; Medicine";Russian Federation
25013;21100815425;Geographia Cassoviensis;13376748, 24540005;Pavol Jozef Safarik University;No;0,155;Q4;8;2016-2025;"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4)";"Earth and Planetary Sciences; Social Sciences";Slovakia
25014;19700177546;Industria;19738137, 00197416;Societa Editrice Il Mulino;No;0,155;Q4;13;2010-2025;"Business and International Management (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Management of Technology and Innovation (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance";Italy
25015;25764;Internasjonal Politikk;18911757, 0020577X;Cappelen Damm Akademisk;Yes;0,155;Q4;10;1996-2026;"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";Social Sciences;Norway
25016;21100198723;International Journal of Economic Policy in Emerging Economies;17520452, 17520460;Inderscience;No;0,155;Q4;22;2007-2025;Economics and Econometrics (Q4);Economics, Econometrics and Finance;Switzerland
25017;21108;International Journal of Materials and Product Technology;17415209, 02681900;Inderscience Publishers;No;0,155;Q4;37;1986-2026;"Industrial and Manufacturing Engineering (Q4); Mechanical Engineering (Q4); Mechanics of Materials (Q4); Safety, Risk, Reliability and Quality (Q4)";Engineering;United Kingdom
25018;21100200807;International Journal of Monetary Economics and Finance;17520487, 17520479;Inderscience;No;0,155;Q4;17;2007-2025;"Economics and Econometrics (Q4); Finance (Q4)";Economics, Econometrics and Finance;Switzerland
25019;21101257953;Iranian Conference on Electrical Engineering, ICEE;26429527, 21647054;Institute of Electrical and Electronics Engineers Inc.;No;0,155;Q4;4;2024-2025;"Artificial Intelligence (Q4); Control and Optimization (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Instrumentation (Q4)";"Computer Science; Engineering; Materials Science; Mathematics; Physics and Astronomy";United States
25020;21101196446;Journal of Groundwater Hydrology;09134182, 21855943;Japanese Association of Groundwater Hydrology;No;0,155;Q4;3;2019-2025;"Civil and Structural Engineering (Q4); Earth-Surface Processes (Q4); Water Science and Technology (Q4)";"Earth and Planetary Sciences; Engineering; Environmental Science";Japan
25021;21100812113;Journal of Rangeland Science;2423642X, 20089996;OICC Press;Yes;0,155;Q4;14;2016-2026;"Ecology (Q4); Management, Monitoring, Policy and Law (Q4); Nature and Landscape Conservation (Q4)";Environmental Science;United Kingdom
25022;21100225839;Journal of the International Society for Southeast Asian Agricultural Sciences;08593132;International Society for Southeast Asian Agricultural Sciences;No;0,155;Q4;15;2012-2025;Plant Science (Q4);Agricultural and Biological Sciences;Philippines
25023;20690;Journalism History;00947679, 26412071;Routledge;No;0,155;Q4;4;1975, 1978, 1980, 1982, 1984-1988, 1993, 1995, 1998, 2001, 2007-2008, 2019-2026;Communication (Q4);Social Sciences;United Kingdom
25024;16567;Kurume Medical Journal;18812090, 00235679;Kurume University School of Medicine;No;0,155;Q4;25;1954-2024;Medicine (miscellaneous) (Q4);Medicine;Japan
25025;21101202297;Limnology and Freshwater Biology;26583518;Limnological Institute SB RAS;No;0,155;Q4;5;2022-2025;"Aquatic Science (Q4); Oceanography (Q4)";"Agricultural and Biological Sciences; Earth and Planetary Sciences";Russian Federation
25026;5700165166;Malaysian Journal of Science;13943065, 26008688;Faculty of Science, Universiti Malaya;No;0,155;Q4;18;2006-2025;Multidisciplinary (Q4);Multidisciplinary;Malaysia
